,price,order_num,product_info
228,¥1898.00,0人付款,COACH/蔻驰女士专柜款小号涂层帆布牛皮单肩斜挎小方包包女87898
229,¥2498.00,0人付款,COACH/蔻驰专柜款迷你女士涂层帆布配皮单肩斜挎旋锁小方包89293
230,¥288.00,30人付款,JanSport杰斯伯双肩包女电脑男大容量学生书包旅行潮背包T501 69G
231,¥219.00,7人付款,热风包包2020年夏季新款女士时尚单肩斜挎包B57W0611
232,¥288.00,46人付款,JanSport旗舰店官网女双肩包学生书包男背包INS风芒果黄T501 69E
233,¥169.00,20人付款,热风女包2020年夏季新款女士时尚潮流百搭简约斜挎单肩包B57W0602
234,¥199.00,28人付款,Dickies包包2020新款潮单肩包时尚ins彩带女帆布斜跨包手提包S019
235,¥199.00,2人付款,PULL&BEAR 女士2020新款潮流尼龙托特包 14027540
236,¥1989.00,1人付款,COACH/蔻驰/蔻驰 CAMPUS经典款气质LOGO印花时尚女包双肩包背包
237,¥129.00,137人付款,阿迪达斯官网 adidas SHP SH 男女训练运动挎包GH1475
238,¥18840.00,0人付款,GUCCI古驰女包新款Dionysus酒神单肩包 小号 400249
239,¥300.00,2人付款,Urban Outfitters清新刺绣经典帆布包女士20年新款时尚托特包
240,¥1198.00,11人付款,COACH/蔻驰新款迪士尼合作款女士帆布单肩手提托特包 91116 91119
241,¥5500.00,56人付款,正品代购 Gucci/古奇 经典Ophidia复古双G单肩斜挎包链条包女包
242,¥3290.00,Bally/巴利新款CANVAS女士自然色帆布手提托特包6229861,bally巴利官方旗舰店
243,¥590.00,2人付款,Miss Sixty2020春季新款时尚牛仔菱格包斜挎包单肩包方包腰包女
244,¥19860.00,0人付款,GUCCI古驰女包1955马衔扣手袋单肩包手拎包倪妮同款602204
245,¥188.00,471人付款,女士包包新款2020托特包帆布尼龙大容量牛津布简约商务通勤单肩包
246,¥450.00,2人付款,哥弟女包2020春季新款深呼吸帆布单肩斜挎休闲包AB10096
247,¥169.00,732人付款,FILA FUSION 斐乐 情侣款帆布包 秋季新款时尚手提包单肩包
248,¥1980.00,6人付款,COACH/蔻驰女包斜挎包新款帆布牛皮黑色链条包单肩包 79822
249,¥249.00,11人付款,茵曼帆布托特包子母包2020新款包包女大容量通勤包女包单肩手提包
250,¥243.00,2人付款,Gap女装时尚托特包大容量440159 简约休闲包包女士手提包
251,¥6980.00,21人付款,Diva英国LV路易威登女包felicie老花三合一单肩斜挎链条包M61276
252,¥229.80,3人付款,【小樱联名】妖精的口袋ins大容量女单肩包卡通动漫手提帆布袋潮
253,¥159.00,98人付款,2020新款小帆布包单肩包女斜挎包休闲百搭小背包大容量韩版牛津布
254,¥16100.00,21人付款,LV路易威登新限量秀款拼色圆水桶饭桶cannes单肩斜挎手提老花女包
255,¥249.00,4人付款,茵曼帆布托特包2020新款包包女大容量简约通勤包女包单肩手提包袋
256,¥8500.00,1人付款,PRADA/普拉达 黑色字母LOGO印花帆布女包手提包单肩包
257,¥2298.00,0人付款,ASH女包2020夏季新款时尚牛仔扎染帆布皮质包大容量双肩背包
258,¥298.00,7人付款,ELAND2020新款可爱柯基印花帆布袋女单肩拉链包EEAKAS303C
259,¥4580.00,47人付款,Gucci女包 GG Marmont super mini绗缝波浪纹爱心链条单肩包
260,¥450.00,3人付款,哥弟女包2020春季新款动物图案托特包购物袋单肩手提女包AB10097
261,¥18375.00,1人付款,LV/路易威登2020新款新款女士VAVIN N40113滑动包链时尚单肩包
262,¥13860.00,1人付款,Gucci/古驰女包2019新款Dionysus系列时尚虎头扣酒神包
263,¥399.00,22人付款,超火的双肩包女2020学生书包女韩版高中大容量ins风帆布旅游背包
264,¥25.80,0人付款,19ss韩国原宿INS百搭复古潮流BF兔子包帆布斜跨包小包学生 男女款
265,¥159.00,333人付款,帆布包包女2020新款韩版百搭斜挎包妈妈包女小包简约单肩尼龙包女
266,¥39.50,4人付款,网红包包2019新款超火洋气斜挎帆布包女chic港风可收缩酷酷的嘻哈
267,¥5280.00,52人付款,代购Gucci/古奇女包 padlock锁扣包GG印花帆布链条单肩斜挎包
268,¥998.00,2人付款,Fion/菲安妮女包斜挎小方包盒子包 可爱动物单肩包时尚奢侈品包包
269,¥599.00,10人付款,美国crocs双肩包女2019新款休闲复古尼龙布潮流学院风背包书包女
270,¥10999.00,0人付款,【直营】Prada 普拉达 女士Monochrome 小号牛皮杀手包1BA156
